json_id	json_number	all_conll	train	test	dev	sent
28901707445	486	745	544			RT @Nycetheprince : Check out the hot new LA artist @nycetheprince music . His New Mixtape " No Turning Back " ===}} http://hulkshare.com/jp ...
28901738096	520	767		2		Traffic Generation Strategy : How to Make Any Contest a Slam-Dunk : http://EzineArticles.com/5254358
28901936352	329	863	651			http://www.youtube.com/watch?v=fFJoiWnWa5Y ayeeeeee ! this beat was everything ! lol !
28902034761	80	581	481			monica singing from the heart in this song
28902126198	498	751	550			@KENDRAGRADIO i remember when you had like a thousand . You got the juice now .
28902163538	253					@CarlySmithson Hahaha ! That's just what my sister was saying to me like , two days ago . They're pointless ! Blow to where ? Why have them ? LOL !
28902358167	504	757		12		wearing my high school track hoodie ... #memories
28902504686	459					Instant Business Letter Kit .: Comprehensive Business Letter-writing How To Style Manual , With Over ... http://bit.ly/dA2v8r #business #money
28903101495	394	541	441			RT @iDAYMION : It's humid as hell out here
28903160027	24	713	512			Needs to focus NOW .
28903196043	37	485	385			@mercedesjay06 of course she can come
28903542278	47	877	665			Autism Families Given Fresh Hope -- SimpleStepsAutism . Com Launches : American Families Facing the Heart-Breaking D ... http://yhoo.it/d9utZ2
28903571237	447	790	579			Cartoons of the Day http://t.co/vV9CerP via @mariopiperni
28903640421	496	749	548			RT @LieHards : @DanSackheim @TimRothLieToMe @davidgrazianotv We just started this online petition . See how loved you all are ! :) http :/ ...
28903749169	312	908	696			Niggas be thirstyyyyyyyy
28903790787	462					RT @1MEECH_G RT @theflyboymac : RT @1MEECH_G @theflyboymac me to shid : WHAT CHU END UP GOIN WIT .... SWINE MY ( cont ) http://tl.gd/6man89
28903941512	390	926	714			last day of getting the rest of my things done for tally ! Hair appiontment tomarrow .
28904250522	397	544	444			@Jveal2_Smoove11 They tryna close all the black HS's in Charlotte
28904319640	507	615		15		Does it feel like Summer to you ? It does in Myrtle Beach , South Carolina its 85 degrees
28904413248	82	508	408			@PDP_Candace Follow @GamerSaloon & win CA$H playing your favorite video games ! #gamersaloon
28904532678	492	803	592			@PayME_FuckYou thnx
28904538462	38	486	386			@MS_OUTTA_ORDA lol it wasnt blood but thanks .
28904705181	13	568	468			Next week - TWO morning Zumba classes with me if you're interested - Monday Nov 1st at 8:30 am and Wednesday at ... http://fb.me/KWr0PRQF
28905041620	48	878	666			@LelandBChapman ... when will you come out to the field :)
28905074157	113	814	603			RT @paigemontojo : Flyboys ! James franco don't die , I love you !
28905100768	50					RT @Jadesmokedgreen : Who's ever smoked before they took a test at school ? / * raises hand & jumps up& down * me , meee !
28905179189	442	785	574			But on a better note . I just saved alotta money switching to gieco . :)
28905246408	528	768		10		@Iambunnylavish Yeah Im goodie just in the lab working ... Wow ! I need to be where you at ! lol let me visit
28905292021	51	420	320			RT @basilBronson : somebody should text me :)
28905351353	354					James Cameron confirms next projects will be P̶o̶c̶a̶h̶o̶n̶t̶a̶s̶ AVATAR 2+3 , with release dates of December 2014 ... http://fb.me/upvYm1me
28905427634	571	645		45		@crissaaa come bring me lunch !
28906015904	537	777		23		Having lunch at lp with 2 great & funny people @princessrae123 && @marylizmitchell
28906198309	96	426	326			#jordanheels are very useful in a fight cause a hoodrat will put a jordan stamp n hole in ur dome lls
28906267622	158					I don't get it can ppl not smell themselves
28906280734	283					Audio : WARREN G FT NATE DOGG-REGULATE http://tumblr.com/xitnf27an
28906621653	277	475	375			RT @itiswhatitis_5 : Nothing is more despicable than respect based on fear .
28906864757	517	764	559			they say uncontrollably shaking is an early signs of parkinsons
28907245811	519	766	561			Foo stuffed his WHOLE face wit banana smh http://plixi.com/p/53215309
28907504608	4	707	506			@thecamion I like monkeys , but I still hate COSTCO parking lots ..
28907650623	400					@Seoul_B0izz I do now . I play @MeekMill hard in nyc
28907759593	314	595	495			My overriding ambition in life , right now , is to play a game of Artemis http://artemis.eochu.com/
28907919820	212	587	487			Motorola Droid OEM Window Mount – Only for the First Generation Motorola Droid : Product DescriptionThe Motorola DR ... http://bit.ly/becZWl
28908233527	640	690		90		@ElmKid the one you said you was gonna make . the one i bought everything for and have been waiting for ?
28908398598	392	928	716			@kaykay2209 HAHA I know ... I said that school was gonna go down the hole after we left
28908442724	201	900	688			@mizchristine HEY HOW IS IT GOING .. DID U SET IT UP ?
28908523994	426	533	433			@MsAnneK @jsleepr Me Three ! @TheBirchBar
28908857478	263	526	426			RT @MotherJones : RT @DavidCornDC : How Jim DeMInt , the Tea Party's favorite senator , has flip-flopped on PACs -- by starting one . http://bi ...
28909476220	55					@LyricandMelody She whispered don't you have a place to go ? Why are you even in California ?
28909766051	534	774	566			RT @iLoveTaraBriona : Shout-out to @ImLuckyFeCarter definition of lil webbies i-n-d-e-p-e-n-d-e-n-t --> do you know what means man ??? « Ayyye !
28909982132	391	927	715			@jshaw41 well me & her ..
28910039675	502	755	554			SEE 2010 Agenda - This year SEE 2010 will feature four dynamic tracks , allowing the community to share its experie ... http://ow.ly/19Fgxo
28910062789	413	531	431			@Luigidiestoo Lol , thanks . Why you say that tho ? Haha !!
28910871421	254					RT @sierramjones : @tmace24 I really enjoy reading or watching him , but I can't just listen lol
28910890675	77	578	478			have you ever seen a studd who wear micros .
28911015680	477					@BieberLaughZone haha , r u from Slovenia , Croatia , Serbia ?
28911250018	137	893	681			Idk what this movie on #BET is but I've seen it before and its hilarious !
28911812746	199	899	687			#cdnleft #cdnprog Canada Has a Glut of Clean Energy - Yet Madness Rules Utilities ( Co2 Art ): Fascinating to ... http://dlvr.it/7dNJP #cdnpoli
28911895582	114	815	604			Journalists and Social Media experts alike will appreciate this spoof out of Dallas : http://trunc.it/c5l6r
28911911197	434					RT @BarackObama : RT @HarryReid : This election is too important . #dontwait until it’s too late . http://OFA.BO/dontwait #nvsen
28911928764	165	519	419			remember ! if ur in htown or visiting this weekend , we are headed to the drag show @ 2020 ! join us !
28911947842	460	794	583			its #humpdayyy .
28911984027	301	825	614			@Lftrpllr Cool , meet us at Kieran's if you can . Court , too ? Others ?
28912341821	461					@JujuMama : I'm not insulted , at all , trust me . I'm seeking to understand you & your video . :)
28912567456	241	461	361			I love you more than songs can say .
28912644853	162	516	416			@thenyknicks Danilo Gallinari
28912847694	373	735	534			It's physically impossible . RT @RoscoSpears : I just attempted to hold my eyelids open whole sneezing . It didn't quite work out as planned .
28912873629	576	650		50		My book trailer - WORST SINGING EVER ! YAY !: http://t.co/cNxVMr3
28913021718	147	808	597			Andrew - check out more tracks from the upcoming @Weezer albums : http://ping.fm/fKS2z & http://su.pr/8ztrNZ :) .
28913049616	568	642		42		MATCHES YA FACE SO YOU COOL . RT @iMsOdolly : @BaGzDaBoSS its growing but its at this ugly stage :(
28913081178	81	582	482			Who you twitter banging ? Since the chances of you getting for real is " 0 ". Me Jada Pinkett Smith . Sorry Will . Just a lil twit adultry . :)
28913236518	103					I just took " ( ALL PARTS ! ) You're an absolutely normal girl and one day you saw Jazmyn Bi ..." and got : Part 6 ! ! Try it : http://bit.ly/aUMrcL
28913321941	500	753	552			Jewellery shoppin . Damn dis eye is HUGE !! N its MINE wooo
28913341225	225	848	637			I need a shower ! I just got finished cooking in my hospitality & culinary arts class . I smell like a kitchen !!!!!
28913457341	305	902	690			ran 2.3 mi on 10/27/2010 at 6:40 AM http://go.nike.com/0997uv8
28913862239	251					@survivalstation dont expect any prominant dems like Rham E to be on stand my guess O told blago take the fall & I will pardon jan 1
28913986365	6	709	508			RT @eye_ee_duh_Esq : LMBO ! This man filed an EMERGENCY Motion for Continuance on account of the Rangers game tonight ! « Wow lmao
28914211041	396	543	443			Things that should be illegal : wearing Ed Hardy to the Apple store . #gtfo
28914327978	366					RT @TFLN : ( 516 ): There are going to be so many Snookis this Halloween that I might dress as the guy that hit her and punch them all in t ...
28914548767	384	920	708			@caliboyheard04 kay !
28914682672	192	894	682			Early Bird Special : Conscious Capitalism , New Business Model for 21st Century in Online MasterClass - http://eepurl.com/bqSUP
28914803849	535	775	567			Check this out : Menthol Madness%3A Why Ban Blacks%27 Preferred Cigarette%3F http://wapo.st/cz7yRZ
28914803963	124	842	631			RT @AgentJTBaron : RT @pinnie99 RT @WooHooYoo : #Rush : There are no excuses for US soldiers to not have the ballets to vote . Where is the ...
28915046500	134					Tomorrow ... Socacize will be on Rogers TV from 10 – 11:30 a.m. If you missed us we'll be back at 3:00 p.m. , and midnight
28915345203	592	660		60		Self control app again . Geniusness .
28915350939	593	661		61		@avinunu with there boycotts and the way they betrayed the country in ww1 they were right in there assessment
28915398161	506	614		14		@THEREALDOCG give him my love !
28915434072	266	500	400			@alaxico lmfao that different
28915608269	385	921	709			@t4miracles glad #Virgin is keeping you happy !
28915616676	399	546	446			#HarryPotter Marathon while I write my papers .
28915839686	444	787	576			@Hollyw00d_0821 : Its lil bumbs around her lip and she swear its her lipgloss #dumbniggathere < bumps * typo *
28915954510	93	882	670			Inspired after a yummy lunch with @erinepage . Thanks !
28916181900	584	652		52		@miox4u noo ... Sostar !!!!
28916305159	616	672		72		Have #PR pros noticed this like #HR pros have ? RT @MarkRaganCEO : Is HR morphing into PR ? Read and comment : http://bit.ly/d7JzBU
28916532942	49					ok im watchin u baby & thinkin bout all the things that i can do baby . on top of the world when im on top of u baby . sp… http://lnk.ms/DcjFh
28916570085	204	725	524			#nowplaying - " whip appeal " by babyface
28916675459	651	695		95		Great Gizmos Indoor Garden Green Pots ( Green ) £ 13.94 [ SAVE £ 6.05 ] >> http://amzn.to/c5E0Sy #bargains #deals 10.27 . 10
28916770120	554	634		34		women music and pineapple @KarinaBradley What are three things you guys just cant live without ? #tellme
28916905017	188					Jax baby ..
28917079333	59					Its feeling like a second chance , and its the first impression .
28917234813	202	723	522			@sxyhiyella hiding from this tornado . How was that hibachi ? I got a taste for some
28917289851	485	744	543			Imma Jump Through Your Fruit Loops =]
28917412983	398	545	445			The Onion weighs in on the Wisconsin Senate race http://slate.me/aKm9Cf via @pkafka
28917613777	72	573	473			@ninarosario Home is where I'd like to be right now ! My mom feeding me more than what I need . :) the best !
28917699501	412					RT @Somwa : THANK YOU @DAGREATDJM & ONYX FOR MAKING A DIFFERENCE #ATLANTA #AIDS WALK http://twitpic.com/3159vd
28917798195	337	911	699			@Luv_IsLove western fries
28917908730	560	640		40		#baseball Bengie Molina considers retirement after World Series http://ow.ly/19FpN9
28918089071	68					The last retweet was for @MaxBurke . lol
28918174846	20	445	345			@We_luv_thisGuY was guud shitty ass
28918239482	44	874	662			News : Congress Gives Facebook Privacy Homework Extension : clickz Facebook was ... http://bit.ly/bYVZHO ((( please share )))
28918426407	501	754	553			Sprint Shares Get Slammed - Wall Street Journal ( blog ) http://dlvr.it/7dYM2
28918430951	54	423	323			#thingsyouwishyoucouldsaybutcant stop praying to GOD like a genie he don't give u what u want he gives u what you need #iApproveThisMessage
28918596290	343	917	705			RT @Ledgerized : Man loses everything in elaborate ‘Fonzie’ scheme . http://bit.ly/9Pj5cf
28918605906	624	680		80		#howcome condoms smell so bad !!!!!!
28918692220	353					Celtics 1-0 Heat 0-1 now tht is how you start off the season :)
28918795690	274	472	372			We are always getting invited and you can't say no !!: )
28918804093	184	452	352			im home :)
28918937838	128	886	674			RT @NeiaCracks What's the point of a grown man with a mohawk ??
28919276592	457	793	582			RT @NICKIMINAJ : RT @TeamMinajBuffNY : @NICKIMINAJ This is my favorite screen shot from #RTM ;) ---> http://twitpic.com/31cqqn
28919551790	217	592	492			Oh loblaws you kill me , 4-8
28919661765	487	746	545			@JackyJoy get the new macbook air !!
28919675720	618	674		74		Welcome to our twitter page ! Here we will update you with our weekly specials and monthly giveaways !
28919812095	149	809	598			@TeamCSimpsPA OMG ur from PA ? i am too (: where abouts ?
28920161832	87	511	411			@MzChocolatae looking good in the pic u put up
28920310113	323					So I'm hungry and pissed off I have the worse luck ever in the history of luck
28920314920	60					@ashleyalong yeah that was the funniest thing that @cotyjohnson has ever said
28920457071	602	664		64		@DeeNeeCole yea I was wondering if after they banned the indian we got a new one
28920698331	395	542	442			@ChinaDollRissa Cuz I can n where u been Biden at ?
28920726617	374	736	535			#NowPlaying Beneath The Surface : ) #ThesekidsknowDeathCore
28921025681	140					Want To Make $200 Per Day ? http://bit.ly/Home_Work ... internet marketing seminars
28921067675	369	731	530			I remember having hand calluses when I was little . They hurt . So I stopped climbing monkey bars .
28921198803	632	682		82		o_o lol RT @ImKASEBeech I Herd You Was Good With Themm Softt Lips
28921396831	167	521	421			RT @D_O_P_E : if a Gay dude drinkin ' Kool-Aid ... socks another Gay dude drinkin ' Kool-Aid ... is that Fruit Punch ? < -____-
28921397815	180					RT @ACEoutdaMO #imsoMoCity .... RT @QDaDon : Freestylin tha whole Mo City Don Freestyle with Ro ...
28921450545	143					@KNIGHTrider233 haha ! I seriously can't wait for May ! Damn , its gonna be fun !
28921921638	319	600	500			Got #college admissions questions ? Ask them tonight during #CampusChat I'm looking forward to advice from @collegevisit http://bit.ly/cchOTk
28922299662	604	666		66		jk one more . http://twitpic.com/31e4u6
28922447462	186					Perogies at PYT ! Bacon Cheeseburger Perogies ? YUP . Pumpkin Perogies w/ brown sugar & ice cream ? YUP . http://on.fb.me/boUPsZ ( via @tommyup )
28922502766	491					@ShesKaia Lmao oh ok i was like where is she at
28922593027	273	505	405			@GEDDYMUSIC And Uh Next VIdeo Shoot in The Hood Holla at A Nigga Ju Heard ??
28922776865	218					RT @TheTiffanyShow : God is providing water in the desert place ! He's getting ready to wet your life ! U ought 2 just bless him for it !
28922922924	69					@beethequeenbee lol . Awe
28923173028	144	806	595			@rainbowsora wait a sec ... how late do you eat ?!? It's like dinnertime here !
28923314054	112	813	602			@iiTs_Keyzlaa nah u really do though . Ur like on your 6 pic http://myloc.me/dxNyx
28923343756	142	450	350			We Talk “Megamind” with Will and Tina ! http://ow.ly/30v2Z
28923550110	603	665		65		RT @ResourcefulMom : I wish someone would have told me that it's okay to cry over nothing and everything for a little while . #HuggiesMom
28923566598	172	438	338			@sureside I KNOW BUT IT'S LONG . It feels like math class .
28923646982	33	721	520			@xMSxJAZZEExTGOD lol , naw , we good
28923679643	360	864	652			Just finished reorganizing my external hard drives . That felt amazingly refreshing !
28923732055	285	468	368			@Fashionisda HA . AHA !!!!! YOU SO NASTY !!!!!!!.. BUT I LIKE IT LMAO
28923749158	75	576	476			Go get it boy !!!! Warriors !!!!
28923818687	309	905	693			RT @tressalynne : There is No New Media : It’s All New Consumption by @om http://bit.ly/bX3TQn #newspaper #media
28923855754	372	734	533			@bieberispimpin hey :D please read this for me ! http://twitition.com/tiexm/ i really wanna meet @justinbieber in Montreal ! <3
28924024496	531	771	563			@FunSize_Suprise @CaramelLady21 @chicoBean niggas be lieing bout they dont eat pussy but when it comes down to it they do it
28924248594	288					I want . I need . RT @BARBOULUD : As refreshing as Gatorade but much better . Mags ' 09 Lapierre BTG http://twitpic.com/31eb6h
28924410438	370	732	531			RT @JohnCholish : @tobyistaz Thanks Toby , someone posted a recap link here http://bit.ly/auODyy , but I made it out injury free and feel g ...
28924415241	552	632		32		I want Brazilian food
28924511980	116					RT @liltunechi : 8 days until they #FreeWeezy . Shoutout #FreeWeezy all day everyday until he's home !! //FREE LIL WAYNE !!!
28924794908	622	678		78		Cut it out joey ... * talkin to myself *
28924846523	577	651		51		I hate how I am sometimes , it really sucks and I over think .
28924951144	556	636		36		I am in concurrence ... Lol RT @traiford : @MoeAintShit ex then lol
28924978786	42					@alexanderdeleon I tear up every time I hear that one . Reminds me of my niece who is my world <3
28925015618	122					@josaypoo GURRRL HE WON'T BE ABLE TO HELP . ~RUHYPNOL
28925235726	362	866	654			LIMEWIRE .... NO !!!!!!
28925415071	296	839	628			RT @ceoSteveJobs : The truth is , we're not going to sell the white iPhone 4 . Ever . Because white phones are girly .
28925424722	328	862	650			@Ghost727 devoured it lol
28925514433	587	655		55		when is butt pride ? cause i got a big ol trunk wit junk it it
28925548957	393	929	717			@altgeldshrugged THANK YOU !
28925652451	117	817	606			8% of usa has masters ...
28925729971	173	439	339			@IamMissApril I wanted to tell him to sat his old ass down somewhere , doing the most ....
28926180755	29	718	517			#IfMyMomsHadATwitter I would throw subs at her like it was no tomorrow -_-
28926280590	168	435	335			@Chief_Inspector I got some inking done on him this morning . Not long now .
28926426924	505	758		13		Excited for rough cut screening of @lasourcemovie tonight . Then season premier of Friday Night Lights at the Man-sion . Yessirr .
28926445302	2	705	504			Wednesday 27th october 2010 . 》have a nice day :)
28926565231	101	431	331			@WaddleandSilvy sup shirt off
28926651868	638	688		88		Forgiveness cannot be given for those who choose to use Comic Sans in a business web application . #ui #fail
28927241465	56	424	324			@HippieOfLove u eat sushi ?
28927653377	409					RT AMBER ALERT : 15 year old MI Girl who was Abducted 10.27 . 10 ! Look at her and the suspect , do u recognize them ? http://ow.ly/30wHA
28927964912	270					James Bond’s Famous Aston DB5 to be Joined by ‘Die Another Day’ Jaguar XKR and More http://fb.me/GW1nzzaN
28928104327	648	692		92		@cristybabii > _ > ok
28928361710	621	677		77		Check out Cooking How-To : Homemade Frisco Melts on Tales of a midwestern Housewife ! http://b2l.me/a2w2df
28928430012	130	888	676			RT @Relationship1O1 : Stop fooling urself with ' it'll be different this time ', its just different shades of the same
28928495933	18	443	343			Great Review on #JBSpinshttp :// jbspins.blogspot.com/2010/10/fandom-love-saturday-nightmares.html
28928502211	269	502	402			I bet ! Haha #teamceltics yesterday ! Clowns ! RT @BigJon_99 : #teamheat at Philly 2nite , let's go !
28928601897	526	608		8		Public and private jobs | Angry Bear : The wife and I used to work retail for the California State Parks . If our pa ... http://bit.ly/9EeCmY
28928700771	105	434	334			fiNna gO tO cHeErleAdiN pRactiCe ... yaY #cheer
28928905162	5	708	507			@DDaimaru I may have to get minecraft after watching videos of it
28929142265	416	532	432			Hal Sparks tonight @comedyjuice !! For tix http://www.laughstub.com/buyTicket.cfm?showTimingID=41616 and enter the promo code JUICE !
28929391486	89	513	413			Having consistently aged daily for many years , I am finding that my curmudgeonly traits are becoming more prevalent .
28929435894	223					@SimplyMe706 somebody broke ya gshock ?!? Oh naw ! I am completely offended ! -_-
28929444629	484	743	542			Where tha beautiful ladies at ?
28929494207	156	550	450			Chicagoan early voters in Uptown even get brownies and entertainment while waiting for a dozen people to do 15 page ballots .
28929702233	106	491	391			RT @LongLiveAndrea : #whatif People believed everything that they " heard " about me .. -dumb fuckers .
28929805906	546	779	568			veryy relaxxxingg walk home todaaay ..
28930105068	226	849	638			@miko_lee Wow ! One of your best self portraits ever ! http://yfrog.com/mryqqj
28930508307	265	499	399			I can hold 75 cents in my belly button , that's a skill I can take straight to the bank .
28930544471	609	671		71		@paulmto Talking points ? #RobFord has a new idea to bring to City of Toronto politics : saving money instead of wasting it . #voteto
28930796663	208	729	528			at step practice ; you know ' (:
28930834827	625	681		81		Ugh i need a new phone > : I ay !
28930959176	333					Guanabee | Zapata Beer Will Revolutionize The Way You Stop ... http://tinyurl.com/29me4sm
28931082730	588	656		56		RT @Victorian4ED : #Quote of the day : " Fear is just as contagious as courage . Your choice ."
28931518499	195	896	684			RT @_twinklyToes What was that dance Nicki just did I was cracking up
28931593505	536	776		22		wouldn't that be fucked up if they added a year to Lil Wayne's jail sentence ? lol
28931754645	441	784	573			@JDrewMusic hey Jream , where will the after party be at ?
28931816566	249	560	460			#FridayNightLights viewing party at Stick & Stein in El Segundo ! Who's with me ??
28932170516	340	914	702			Photo : http://tumblr.com/xginge597
28932175865	523	605		5		Word I'm bout to holla at her via twitter RT @iamJay_Fresh : #trushit - im tryna fucc nicki minaj lol
28932315652	98	428	328			RT @Shae_FreeDrizzy : No you're not twinn RT @Jay_Reyes : I'm Ugly .
28932735868	109	494	394			RT @glynnaustinn : RT @koloradolane : #random ii love how this nigga @glynnaustinn kome in with the singing on #HawthorneNigga #noelton - ...
28933736487	183					hi internet <3
28933865667	574	648		48		@FelluzADOREmeeh miss yhuuuu !
28934288263	28	717	516			RT @kamilaluvsdemi : @IselgomezI dont really know where i would be without you and Demi <3 i luv youuuu
28934295086	654	698		98		@LUVL1FE that's ladybug
28934558105	154	548	448			Serious RT @FadFixation : Lmao ! That's sad ... RT @GiftedGentleman : Id be a virgin RT @MsTasia2U : #WhatIf men got pregnant instead of women ?
28934787023	84	510	410			Debating if i should go to this bar and watch this game or just chill hmmm .. decisions decisions .
28934867503	439					really enjoyed the 8th grade class today . Looking forward to the next 6 weeks with them !!!
28935379813	246					@hellolilca tinkerbell IS a good movie but from $1 rental to $32 buy ? No thanks . They are " researching "
28935765381	585	653		53		reading harry potter in bed ! waiting for the new south park to come on
28935907621	424					UK net economy ' worth billions ': A study into how much the internet contributes to the UK economy says it is a lar ... http://bbc.in/9pS52c
28935941952	150	810	599			Making moves ! are you ? http://www.youtube.com/watch?v=WOpZ5ppKeMc @JefeMcK dude this is great find ! #TAG
28936072729	465	796	585			I checked in at Dunkin Donuts ( 1 Congress St ) on #Yelp http://bit.ly/bIPp40
28936154377	146	807	596			I wud like to know why my lightbulb is behaving in such a manner . The thing wn't turn on . Forces me to leave ma room to read . Chah !
28936861036		703	502			I predict I won't win a single game I bet on . Got Cliff Lee today , so if he loses its on me RT @e_one : Texas ( cont ) http://tl.gd/6meogh
28937379497	438					Bizzy launch event (@ Roger Smith Hotel w/ @jaskin @brett @ericaswallow @kellicrean @db @devintrix ) http://4sq.com/DRef
28937799384	66	448	348			FREAKY LIKE MY LADY PYRAMID
28938010740	175	440	340			smh ... can somebody guard james fucking jones
28938177206	473					Got work to do but u betta believe I'm tuning in to this game !
28938236838	306	903	691			@toby_christie the giants pitchers hair is as long as mine . Ha !
28938314438	553	633		33		@Orange__Crush lol you're lame ;)
28938463568	514	761	556			@HollywoodCole71 @ACeeBell @caismama yea I already had close to 160gig so I'm probably at close to 190Gig now
28938859108	280	478	378			Are you allowed to vote ? — nope . 3 more years . http://4ms.me/c08ijl
28939165264	494	805	594			rod stewart's " if you think i'm sexy " #WhatIAmBeingForcedToListenToInsteadOfTheGameBroadcast
28939281337	345	919	707			@mello2323 on my way ... Lol
28939299167	639	689		89		I forgot just how good Molson Golden truly is ...... Thanks TIm O
28939381896	256	563	463			Philharmonic Renews Effort to Visit Cuba http://nyti.ms/d7B6TU
28939745517	530	770	562			its the sixers RT @JWsDREAMER #miamiheat gettin it 2gether now ... #ilike
28939875486	352					@RadioKillah3 I'm here are the game ! But not with the tickets from your brother . Lol
28939955085	363	867	655			Audio : › Lupe Fiasco - The show goes on › › 1st Single”Off “Lasers’s” Album http://tumblr.com/xlnngu9sg
28939959412	8	711	510			RT @cheriexamor : When you have a good thing , hold it , squeeze it , never let it go .
28940016845	9	712	511			Texas Rangers are in the World Series ! Go Rangers !!!!!!!!! http://fb.me/D2LsXBJx
29070855606632448	21	145	145			Women`s Health is true ! Hurry up ! Best prices for Gyne-Lotriminor Serophene See more http://tinyurl.com/WomenPillsa
29648901808070657	22	146	146			@RealDjKayslay lol no pork slime
30004520004100097	23	147	147			RT @justinbieber : now Hailee get a twitter
30299673252073472	24	148	148			@kirkfranklin happy birthday !!!! I'm so glad you were born ! You should have @anthonyevansjr take u out since he's a Texan again ... if ur town
30656193286377472	25	149	149			" You aint got none ? " First , aint is not a word if you are referring to asking me if I didn't have an appointment then the answer is no .
30783817723678720	26	150	150			#TV TV Review : Charlie Sheen rushed to hospital http://dlvr.it/FF1cl
31466289557938177	27	151	151			@itzayanaa_ okay ?
31751569292656640	28	152	152			@mandaffodil lol , we are one . and that was me this weekend especially . maybe put it off until you feel like ~ talking again ?
32189630715535361	29	153	153			@X_SarahHumes_X @KamilaMerrygold Jesus are you two still at it ? Lolx
32468904269844480	30	154	154			Where's this #SnowTO at ? Let's see what you've got #Toronto
32942659601440768	31	155	155			Any haggis out there ? Don't say that ! What ? The ' H ' word . Don't say it ! All right ... are there any out there though ?
32978214561251329	32	156	156			Twitter does make a @ button right ... o just making sure
33560509831712768	33					@BinkyJ45 NASCAR Raceday - Bud Shootout , Saturday , Feb . 12th at 6:30 p ET on SPEED ! #nascar #cup @DISupdates
33789204349583360	34	157	157			@ImJustSar I know the feeling .
34145237873983488	35					Watch the story unfold about view larger map http://safe.mn/2qQm
34442513209102337	36	158	158			Ayeee do ya thing @normanfame @BougieGivenchy @reniday4900 @BOOGE246 @cutty4900 @Listenllc @reniday @remmy188grindtime shootn my movie
35026536436338688	37	159	159			RT @georgelopez : I saw @JustinBieber : Never Say Never and here's what I thought : http://t.co/Et7sGlB Viva El Biebs !!
35470855991463936	38	160	160			strobelights dance with the stars ..
35694580020023297	39					Had nightmare where I was trying to get to a final exam but somehow got trapped in a game show
35870581349945344	40	161	161			@EuSouAlexander he 1 shy of tie for most 3s in NBA history and 2 shy of breaking it
36246374219522048	41	162	162			#NSN3D sorrryyz i got caught for textinnggg . dudeee . it was the most awkward thing ever ! I SEE YOU DOWN THER !
36677330529161216	42	163	163			Ultra is to mutha f'n swole !!! #slowjaminthisbih
36949436257013760	43	164	164			Happy Valentine's Day ! ♥
37310741828603905	44	165	165			1-4-3 happy VaLentines Day ! :) <3 http://Zipz.it/Songcardmb
37935252550860800	45	166	166			RT @lemonjoose : £100 Voucher of your choice is up for grabs , just RT and follow ! #win #competition #lemonjoose
38247338233298944	46	167	167			http://www.youtube.com/watch?v=DnrAJgkOG3w @justinbieber look what i made ?
38420240287277056	47	168	168			RT @dddika : RT @DamnItsTrue : I love when teachers get off topic . #DamnItsTrue
38756380194254849	48					@king_TIU I have a few All-star weekend tix left 4 Dwight Howard's party on Sat . Visit http://www.wantickets.com/boywonder 2 buy'em
39146735418740736	49	169	169			A lady asked me what tribe i was from . ( say what !! ) She thought i was indian ... GTFO ... smh nice try , but #sayno
39489452086657024	50	170	170			Every girl always says RT @_jadorecheri I'm different from most girls .
40142400189898752	51	171	171			@d_daniels : If a player wins his first match , then loses in the second round that's a t-17 , technically . Does that count as top-25 ?
40428431036383232	52	172	172			@KUTV2News is giving away 2 $250 Grocery Gift Cards to Associated Foods . Winner announced Wed on 2News at 10 ! http://on.fb.me/h8uFzD
40914055732396032	53	173	173			@Tiff3rz smfh that's fucking crazy
41198546862616576	54	174	174			RT @MizzTinazz : @iUnique920 @Mrs_DW LMAO ! " If you not down with birdman I can't fuck with you musically !!! " < Trueshit
41576994718093312	55	175	175			i can't wait for WPIALS
41852812245598208	56					@SarahLizHall ah that's Ace man , you'll have to stick around after you play live @leeds , gonna be such a good night : )
42131393744076800	57	176	176			if @DoobieClothing dont make some hoodies soon ... imma beat em !
42441176606982144	58	177	177			thers still like 1 1/2 hours till Biebs bday here :P
43090433856901120	59	178	178			Nothing like doing taxes to make you feel old . Think I'll play some SNES to make up for it .
43341785887543296	60	179	179			It kinda feels like a junk food kinda day . Good thing I am planning some time with my friend , Jillian Michaels , tonight
43619323041951744	61	180	180			David Quinn strikes a blow for new ' anti-establishment ' cause . Is traditional conservatism really the new radicalism ? http://bit.ly/hxrm7L
43862127127175168	62	181	181			Mmmmm cranberries :)
44339417934069760	63	182	182			David Mitchell's Immersive Reading Room , the " ultimate environment " to enjoy Thousand Autumns : http://is.gd/4y40Ht /via @PD_Smith
44856894694768640	64	183	183			@_OutOfNowhere 3 couplets , 1 refrain .
45171047892402176	65	184	184			@syabillaedward honestly ? I have no idea . I just am ... all . the . time . :(
45515119320498177	66					Chillin living life
46325278565335040	67	185	185			i really hate hearing about deadbeat moms !!!
46710751762718720	68					RT @mufcfans : Manchester United v Arsenal player ratings | Daniel Taylor http://bit.ly/h1XIyQ
46767886664077312	69	186	186			@YoyWherezMyOreo YOY my cuzzin told me it came on @ 950
47358377516470272	70	187	187			Fainlly KFC dinner is here ♥ .
47778076406456320	71					that bxtch got lippy today at practice .
48520249947078656	72	188	188			Payroll tax a point of contention for San Francisco startups - http://bit.ly/fIvZP9
